Timestamp_ms,TargetRPM,RealRPM,Current_mA,Kp,Ki,Kd,PWM,Mode
1902580,50.0,43.3,56.7,1.50,0.200,0.050,176,0
1902680,50.0,43.3,48.5,1.50,0.200,0.050,177,0
1902780,50.0,43.3,47.4,1.50,0.200,0.050,177,0
1902880,50.0,43.3,47.4,1.50,0.200,0.050,177,0
1902980,50.0,43.4,55.3,1.50,0.200,0.050,177,0
1903080,50.0,43.4,47.1,1.50,0.200,0.050,177,0
1903180,50.0,43.4,40.5,1.50,0.200,0.050,177,0
1903280,50.0,43.5,56.7,1.50,0.200,0.050,177,0
1903380,50.0,43.5,59.5,1.50,0.200,0.050,177,0
1903480,50.0,43.5,59.5,1.50,0.200,0.050,177,0
1903580,50.0,43.5,61.5,1.50,0.200,0.050,177,0
1903680,50.0,43.6,55.9,1.50,0.200,0.050,177,0
1903780,50.0,43.6,56.9,1.50,0.200,0.050,178,0
1903880,50.0,43.6,51.9,1.50,0.200,0.050,178,0
1903980,50.0,43.7,55.5,1.50,0.200,0.050,178,0
1904080,50.0,43.7,50.2,1.50,0.200,0.050,178,0
1904180,50.0,43.7,47.7,1.50,0.200,0.050,178,0
1904280,50.0,43.8,48.4,1.50,0.200,0.050,178,0
1904380,50.0,43.8,46.8,1.50,0.200,0.050,178,0
1904480,50.0,43.8,46.5,1.50,0.200,0.050,178,0
1904580,50.0,43.8,44.4,1.50,0.200,0.050,178,0
1904680,50.0,43.9,52.9,1.50,0.200,0.050,178,0
1904780,50.0,43.9,52.7,1.50,0.200,0.050,178,0
1904880,50.0,43.9,50.0,1.50,0.200,0.050,178,0
1904980,50.0,43.9,53.8,1.50,0.200,0.050,178,0
1905080,50.0,44.0,56.1,1.50,0.200,0.050,179,0
1905180,50.0,44.0,52.8,1.50,0.200,0.050,179,0
1905280,50.0,44.0,52.8,1.50,0.200,0.050,179,0
1905380,50.0,44.1,52.0,1.50,0.200,0.050,179,0
1905480,50.0,44.1,56.5,1.50,0.200,0.050,179,0
1905580,50.0,44.1,53.4,1.50,0.200,0.050,179,0
1905680,50.0,44.2,52.8,1.50,0.200,0.050,179,0
1905780,50.0,44.2,50.6,1.50,0.200,0.050,179,0
1905880,50.0,44.2,45.4,1.50,0.200,0.050,179,0
1905980,50.0,44.2,44.2,1.50,0.200,0.050,179,0
1906080,50.0,44.3,42.9,1.50,0.200,0.050,179,0
1906180,50.0,44.3,44.4,1.50,0.200,0.050,179,0
1906280,50.0,44.3,40.5,1.50,0.200,0.050,179,0
1906380,50.0,44.3,42.6,1.50,0.200,0.050,179,0
1906480,50.0,44.4,37.2,1.50,0.200,0.050,180,0
1906580,50.0,44.4,41.9,1.50,0.200,0.050,180,0
1906680,50.0,44.4,41.1,1.50,0.200,0.050,180,0
1906780,50.0,44.5,36.7,1.50,0.200,0.050,180,0
1906880,50.0,44.5,37.1,1.50,0.200,0.050,180,0
1906980,50.0,44.5,35.5,1.50,0.200,0.050,180,0
1907080,50.0,44.5,32.6,1.50,0.200,0.050,180,0
1907180,50.0,44.6,38.6,1.50,0.200,0.050,180,0
1907280,50.0,44.6,43.6,1.50,0.200,0.050,180,0
1907380,50.0,44.6,41.8,1.50,0.200,0.050,180,0
1907480,50.0,44.6,38.2,1.50,0.200,0.050,180,0
1907580,50.0,44.7,46.1,1.50,0.200,0.050,180,0
1907680,50.0,44.7,47.4,1.50,0.200,0.050,180,0
1907780,50.0,44.7,45.7,1.50,0.200,0.050,180,0
1907880,50.0,44.7,53.5,1.50,0.200,0.050,181,0
1907980,50.0,44.8,59.1,1.50,0.200,0.050,181,0
1908080,50.0,44.8,58.7,1.50,0.200,0.050,181,0
1908180,50.0,44.8,53.0,1.50,0.200,0.050,181,0
1908280,50.0,44.8,44.8,1.50,0.200,0.050,181,0
1908380,50.0,44.9,40.8,1.50,0.200,0.050,181,0
1908480,50.0,44.9,38.1,1.50,0.200,0.050,181,0
1908580,50.0,44.9,37.9,1.50,0.200,0.050,181,0
1908680,50.0,44.9,35.8,1.50,0.200,0.050,181,0
1908780,50.0,45.0,43.7,1.50,0.200,0.050,181,0
1908880,50.0,45.0,52.0,1.50,0.200,0.050,181,0
1908980,50.0,45.0,67.2,1.50,0.200,0.050,181,0
1909080,50.0,45.1,56.8,1.50,0.200,0.050,181,0
1909180,50.0,45.1,57.7,1.50,0.200,0.050,181,0
1909280,50.0,45.1,56.2,1.50,0.200,0.050,181,0
1909380,50.0,45.1,50.9,1.50,0.200,0.050,181,0
1909480,50.0,45.1,41.7,1.50,0.200,0.050,182,0
1909580,50.0,45.2,37.6,1.50,0.200,0.050,182,0
1909680,50.0,45.2,31.6,1.50,0.200,0.050,182,0
1909780,50.0,45.2,46.9,1.50,0.200,0.050,182,0
1909880,50.0,45.2,55.5,1.50,0.200,0.050,182,0
1909980,50.0,45.3,60.5,1.50,0.200,0.050,182,0
1910080,50.0,45.3,61.1,1.50,0.200,0.050,182,0
1910180,50.0,45.3,54.0,1.50,0.200,0.050,182,0
1910280,50.0,45.3,42.4,1.50,0.200,0.050,182,0
1910380,50.0,45.4,35.0,1.50,0.200,0.050,182,0
1910480,50.0,45.4,36.6,1.50,0.200,0.050,182,0
1910580,50.0,45.4,42.9,1.50,0.200,0.050,182,0
1910680,50.0,45.4,49.2,1.50,0.200,0.050,182,0
1910780,50.0,45.4,52.0,1.50,0.200,0.050,182,0
1910880,50.0,45.5,51.8,1.50,0.200,0.050,182,0
1910980,50.0,45.5,44.0,1.50,0.200,0.050,182,0
1911080,50.0,45.5,39.3,1.50,0.200,0.050,183,0
1911180,50.0,45.5,42.1,1.50,0.200,0.050,183,0
1911280,50.0,45.5,49.9,1.50,0.200,0.050,183,0
1911380,50.0,45.6,46.0,1.50,0.200,0.050,183,0
1911480,50.0,45.6,41.6,1.50,0.200,0.050,183,0
1911580,50.0,45.6,48.5,1.50,0.200,0.050,183,0
1911680,50.0,45.6,40.1,1.50,0.200,0.050,183,0
1911780,50.0,45.7,48.4,1.50,0.200,0.050,183,0
1911880,50.0,45.7,46.6,1.50,0.200,0.050,183,0
1911980,50.0,45.7,37.6,1.50,0.200,0.050,183,0
1912080,50.0,45.7,40.3,1.50,0.200,0.050,183,0
1912180,50.0,45.8,39.8,1.50,0.200,0.050,183,0
1912280,50.0,45.8,45.6,1.50,0.200,0.050,183,0
1912380,50.0,45.8,57.6,1.50,0.200,0.050,183,0
1912480,50.0,45.8,47.5,1.50,0.200,0.050,183,0
1912580,50.0,45.8,49.0,1.50,0.200,0.050,183,0
1912680,50.0,45.8,50.7,1.50,0.200,0.050,183,0
1912780,50.0,45.9,45.2,1.50,0.200,0.050,183,0
1912880,50.0,45.9,58.2,1.50,0.200,0.050,183,0
1912980,50.0,45.9,48.9,1.50,0.200,0.050,184,0
1913080,50.0,45.9,43.2,1.50,0.200,0.050,184,0
1913180,50.0,45.9,54.6,1.50,0.200,0.050,184,0
1913280,50.0,46.0,47.1,1.50,0.200,0.050,184,0
1913380,50.0,46.0,52.4,1.50,0.200,0.050,184,0
1913480,50.0,46.0,55.2,1.50,0.200,0.050,184,0
1913580,50.0,46.0,46.7,1.50,0.200,0.050,184,0
1913680,50.0,46.1,49.6,1.50,0.200,0.050,184,0
1913780,50.0,46.1,46.7,1.50,0.200,0.050,184,0
1913880,50.0,46.1,50.3,1.50,0.200,0.050,184,0
1913980,50.0,46.1,45.5,1.50,0.200,0.050,184,0
1914080,50.0,46.1,37.7,1.50,0.200,0.050,184,0
1914180,50.0,46.1,42.2,1.50,0.200,0.050,184,0
1914280,50.0,46.2,42.5,1.50,0.200,0.050,184,0
1914380,50.0,46.2,43.9,1.50,0.200,0.050,184,0
1914480,50.0,46.2,43.8,1.50,0.200,0.050,184,0
1914580,50.0,46.2,43.0,1.50,0.200,0.050,184,0
1914680,50.0,46.2,43.2,1.50,0.200,0.050,184,0
1914780,50.0,46.2,45.9,1.50,0.200,0.050,184,0
1914880,50.0,46.3,43.8,1.50,0.200,0.050,184,0
1914980,50.0,46.3,53.3,1.50,0.200,0.050,185,0
1915080,50.0,46.3,50.2,1.50,0.200,0.050,185,0
1915180,50.0,46.3,50.8,1.50,0.200,0.050,185,0
1915280,50.0,46.3,53.9,1.50,0.200,0.050,185,0
1915380,50.0,46.3,57.6,1.50,0.200,0.050,185,0
1915480,50.0,46.4,55.8,1.50,0.200,0.050,185,0
1915580,50.0,46.4,59.9,1.50,0.200,0.050,185,0
1915680,50.0,46.4,62.6,1.50,0.200,0.050,185,0
1915780,50.0,46.4,54.9,1.50,0.200,0.050,185,0
1915880,50.0,46.4,49.6,1.50,0.200,0.050,185,0
1915980,50.0,46.4,46.3,1.50,0.200,0.050,185,0
1916080,50.0,46.5,60.1,1.50,0.200,0.050,185,0
1916180,50.0,46.5,75.3,1.50,0.200,0.050,185,0
1916280,50.0,46.5,59.8,1.50,0.200,0.050,185,0
1916380,50.0,46.5,62.2,1.50,0.200,0.050,185,0
1916480,50.0,46.5,57.3,1.50,0.200,0.050,185,0
1916580,50.0,46.6,61.3,1.50,0.200,0.050,185,0
1916680,50.0,46.6,53.1,1.50,0.200,0.050,185,0
1916780,50.0,46.6,46.0,1.50,0.200,0.050,185,0
1916880,50.0,46.6,46.6,1.50,0.200,0.050,185,0
1916980,50.0,46.6,55.7,1.50,0.200,0.050,185,0
1917080,50.0,46.6,59.8,1.50,0.200,0.050,185,0
1917180,50.0,46.6,48.4,1.50,0.200,0.050,186,0
1917280,50.0,46.7,47.2,1.50,0.200,0.050,186,0
1917380,50.0,46.7,39.4,1.50,0.200,0.050,186,0
1917480,50.0,46.7,50.0,1.50,0.200,0.050,186,0
1917580,50.0,46.7,60.4,1.50,0.200,0.050,186,0
1917680,50.0,46.7,50.3,1.50,0.200,0.050,186,0
1917780,50.0,46.7,57.0,1.50,0.200,0.050,186,0
1917880,50.0,46.7,72.9,1.50,0.200,0.050,186,0
1917980,50.0,46.8,66.9,1.50,0.200,0.050,186,0
1918080,50.0,46.8,55.3,1.50,0.200,0.050,186,0
1918180,50.0,46.8,47.8,1.50,0.200,0.050,186,0
1918280,50.0,46.8,40.5,1.50,0.200,0.050,186,0
1918380,50.0,46.8,35.5,1.50,0.200,0.050,186,0
1918480,50.0,46.8,39.5,1.50,0.200,0.050,186,0
1918580,50.0,46.8,36.3,1.50,0.200,0.050,186,0
1918680,50.0,46.9,34.3,1.50,0.200,0.050,186,0
1918780,50.0,46.9,33.8,1.50,0.200,0.050,186,0
1918880,50.0,46.9,32.4,1.50,0.200,0.050,186,0
1918980,50.0,46.9,30.3,1.50,0.200,0.050,186,0
1919080,50.0,46.9,28.2,1.50,0.200,0.050,186,0
1919180,50.0,46.9,26.1,1.50,0.200,0.050,186,0
1919280,50.0,47.0,28.8,1.50,0.200,0.050,186,0
1919380,50.0,47.0,30.7,1.50,0.200,0.050,186,0
1919480,50.0,47.0,31.6,1.50,0.200,0.050,187,0
1919580,50.0,47.0,31.7,1.50,0.200,0.050,187,0
1919680,50.0,47.0,29.8,1.50,0.200,0.050,187,0
1919780,50.0,47.0,29.6,1.50,0.200,0.050,187,0
1919880,50.0,47.0,30.1,1.50,0.200,0.050,187,0
1919980,50.0,47.0,33.6,1.50,0.200,0.050,187,0
1920080,50.0,47.1,45.6,1.50,0.200,0.050,187,0
1920180,50.0,47.1,46.4,1.50,0.200,0.050,187,0
1920280,50.0,47.1,41.3,1.50,0.200,0.050,187,0
1920380,50.0,47.1,37.2,1.50,0.200,0.050,187,0
1920480,50.0,47.1,35.7,1.50,0.200,0.050,187,0
1920580,50.0,47.1,41.5,1.50,0.200,0.050,187,0
1920680,50.0,47.1,43.3,1.50,0.200,0.050,187,0
1920780,50.0,47.2,40.0,1.50,0.200,0.050,187,0
1920880,50.0,47.2,35.4,1.50,0.200,0.050,187,0
1920980,50.0,47.2,33.8,1.50,0.200,0.050,187,0
1921080,50.0,47.2,35.4,1.50,0.200,0.050,187,0
1921180,50.0,47.2,34.5,1.50,0.200,0.050,187,0
1921280,50.0,47.2,41.4,1.50,0.200,0.050,187,0
1921380,50.0,47.2,41.3,1.50,0.200,0.050,187,0
1921480,50.0,47.2,40.9,1.50,0.200,0.050,187,0
1921580,50.0,47.3,40.7,1.50,0.200,0.050,187,0
1921680,50.0,47.3,40.1,1.50,0.200,0.050,187,0
1921780,50.0,47.3,39.6,1.50,0.200,0.050,187,0
1921880,50.0,47.3,40.3,1.50,0.200,0.050,187,0
1921980,50.0,47.3,38.4,1.50,0.200,0.050,187,0
1922080,50.0,47.3,36.0,1.50,0.200,0.050,187,0
1922180,50.0,47.3,37.1,1.50,0.200,0.050,187,0
1922280,50.0,47.3,34.8,1.50,0.200,0.050,188,0
1922380,50.0,47.4,35.5,1.50,0.200,0.050,188,0
1922480,50.0,47.4,43.4,1.50,0.200,0.050,188,0
1922580,50.0,47.4,42.7,1.50,0.200,0.050,188,0
1922680,50.0,47.4,46.7,1.50,0.200,0.050,188,0
1922780,50.0,47.4,47.7,1.50,0.200,0.050,188,0
1922880,50.0,47.4,46.3,1.50,0.200,0.050,188,0
1922980,50.0,47.4,47.6,1.50,0.200,0.050,188,0
1923080,50.0,47.4,57.9,1.50,0.200,0.050,188,0
1923180,50.0,47.5,52.8,1.50,0.200,0.050,188,0
1923280,50.0,47.5,54.6,1.50,0.200,0.050,188,0
1923380,50.0,47.5,46.2,1.50,0.200,0.050,188,0
1923480,50.0,47.5,41.1,1.50,0.200,0.050,188,0
1923580,50.0,47.5,40.2,1.50,0.200,0.050,188,0
1923680,50.0,47.5,44.9,1.50,0.200,0.050,188,0
1923780,50.0,47.5,39.3,1.50,0.200,0.050,188,0
1923880,50.0,47.5,44.2,1.50,0.200,0.050,188,0
1923980,50.0,47.6,36.2,1.50,0.200,0.050,188,0
1924080,50.0,47.6,37.0,1.50,0.200,0.050,188,0
1924180,50.0,47.6,40.4,1.50,0.200,0.050,188,0
1924280,50.0,47.6,50.2,1.50,0.200,0.050,188,0
1924380,50.0,47.6,41.9,1.50,0.200,0.050,188,0
1924480,50.0,47.6,51.6,1.50,0.200,0.050,188,0
1924580,50.0,47.6,57.6,1.50,0.200,0.050,188,0
1924680,50.0,47.6,56.9,1.50,0.200,0.050,188,0
1924780,50.0,47.6,48.6,1.50,0.200,0.050,188,0
1924880,50.0,47.6,53.9,1.50,0.200,0.050,188,0
1924980,50.0,47.6,62.9,1.50,0.200,0.050,188,0
1925080,50.0,47.6,51.2,1.50,0.200,0.050,188,0
1925180,50.0,47.7,65.0,1.50,0.200,0.050,188,0
1925280,50.0,47.7,63.5,1.50,0.200,0.050,189,0
1925380,50.0,47.7,50.8,1.50,0.200,0.050,189,0
1925480,50.0,47.7,50.8,1.50,0.200,0.050,189,0
1925580,50.0,47.7,46.2,1.50,0.200,0.050,189,0
1925680,50.0,47.7,48.5,1.50,0.200,0.050,189,0
1925780,50.0,47.7,45.6,1.50,0.200,0.050,189,0
1925882,50.0,47.7,46.2,1.50,0.200,0.050,189,0
1925982,50.0,47.7,49.1,1.50,0.200,0.050,189,0
1926082,50.0,47.8,43.2,1.50,0.200,0.050,189,0
1926182,50.0,47.8,47.3,1.50,0.200,0.050,189,0
1926282,50.0,47.8,45.7,1.50,0.200,0.050,189,0
1926382,50.0,47.8,42.0,1.50,0.200,0.050,189,0
1926482,50.0,47.8,36.7,1.50,0.200,0.050,189,0
1926582,50.0,47.8,45.0,1.50,0.200,0.050,189,0
1926682,50.0,47.8,42.5,1.50,0.200,0.050,189,0
1926782,50.0,47.8,50.9,1.50,0.200,0.050,189,0
1926882,50.0,47.8,50.5,1.50,0.200,0.050,189,0
1926982,50.0,47.8,55.3,1.50,0.200,0.050,189,0
1927082,50.0,47.8,48.7,1.50,0.200,0.050,189,0
1927182,50.0,47.9,55.0,1.50,0.200,0.050,189,0
1927282,50.0,47.9,49.2,1.50,0.200,0.050,189,0
1927382,50.0,47.9,47.9,1.50,0.200,0.050,189,0
1927482,50.0,47.9,43.6,1.50,0.200,0.050,189,0
1927582,50.0,47.9,42.4,1.50,0.200,0.050,189,0
1927682,50.0,47.9,41.7,1.50,0.200,0.050,189,0
1927782,50.0,47.9,47.5,1.50,0.200,0.050,189,0
1927882,50.0,47.9,43.4,1.50,0.200,0.050,189,0
1927982,50.0,47.9,50.2,1.50,0.200,0.050,189,0
1928082,50.0,47.9,42.7,1.50,0.200,0.050,189,0
1928182,50.0,47.9,48.8,1.50,0.200,0.050,189,0
1928282,50.0,47.9,45.9,1.50,0.200,0.050,189,0
1928382,50.0,48.0,53.7,1.50,0.200,0.050,189,0
1928482,50.0,48.0,49.8,1.50,0.200,0.050,189,0
1928582,50.0,48.0,44.3,1.50,0.200,0.050,190,0
1928682,50.0,48.0,42.3,1.50,0.200,0.050,190,0
1928782,50.0,48.0,51.4,1.50,0.200,0.050,190,0
1928882,50.0,48.0,47.1,1.50,0.200,0.050,190,0
1928982,50.0,48.0,48.9,1.50,0.200,0.050,190,0
1929082,50.0,48.0,52.0,1.50,0.200,0.050,190,0
1929182,50.0,48.0,46.6,1.50,0.200,0.050,190,0
1929282,50.0,48.0,44.7,1.50,0.200,0.050,190,0
1929382,50.0,48.0,47.6,1.50,0.200,0.050,190,0
1929482,50.0,48.1,57.8,1.50,0.200,0.050,190,0
1929582,50.0,48.1,49.8,1.50,0.200,0.050,190,0
1929682,50.0,48.1,53.4,1.50,0.200,0.050,190,0
1929782,50.0,48.1,55.5,1.50,0.200,0.050,190,0
1929882,50.0,48.1,47.6,1.50,0.200,0.050,190,0
1929982,50.0,48.1,45.1,1.50,0.200,0.050,190,0
1930082,50.0,48.1,41.6,1.50,0.200,0.050,190,0
1930182,50.0,48.1,51.7,1.50,0.200,0.050,190,0
1930282,50.0,48.1,47.6,1.50,0.200,0.050,190,0
1930382,50.0,48.1,40.1,1.50,0.200,0.050,190,0
1930482,50.0,48.2,43.6,1.50,0.200,0.050,190,0
1930582,50.0,48.2,51.9,1.50,0.200,0.050,190,0
1930682,50.0,48.2,50.0,1.50,0.200,0.050,190,0
1930782,50.0,48.2,43.0,1.50,0.200,0.050,190,0
1930882,50.0,48.2,49.7,1.50,0.200,0.050,190,0
1930982,50.0,48.2,49.1,1.50,0.200,0.050,190,0
1931082,50.0,48.2,46.7,1.50,0.200,0.050,190,0
1931182,50.0,48.2,52.4,1.50,0.200,0.050,190,0
1931282,50.0,48.2,56.1,1.50,0.200,0.050,190,0
1931382,50.0,48.2,54.5,1.50,0.200,0.050,190,0
1931482,50.0,48.2,48.3,1.50,0.200,0.050,190,0
1931582,50.0,48.2,43.5,1.50,0.200,0.050,190,0
1931682,50.0,48.3,43.7,1.50,0.200,0.050,190,0
1931782,50.0,48.3,42.3,1.50,0.200,0.050,190,0
1931882,50.0,48.3,39.4,1.50,0.200,0.050,190,0
1931982,50.0,48.3,43.8,1.50,0.200,0.050,190,0
1932082,50.0,48.3,43.0,1.50,0.200,0.050,190,0
1932182,50.0,48.3,38.8,1.50,0.200,0.050,190,0
1932282,50.0,48.3,45.1,1.50,0.200,0.050,190,0
1932382,50.0,48.3,46.8,1.50,0.200,0.050,190,0
1932482,50.0,48.3,41.6,1.50,0.200,0.050,190,0
1932582,50.0,48.3,37.4,1.50,0.200,0.050,190,0
1932682,50.0,48.3,50.5,1.50,0.200,0.050,190,0
1932782,50.0,48.3,44.8,1.50,0.200,0.050,190,0
1932882,50.0,48.3,44.1,1.50,0.200,0.050,191,0
1932982,50.0,48.3,45.1,1.50,0.200,0.050,191,0
1933082,50.0,48.4,43.0,1.50,0.200,0.050,191,0
1933182,50.0,48.4,45.4,1.50,0.200,0.050,191,0
1933282,50.0,48.4,51.7,1.50,0.200,0.050,191,0
1933382,50.0,48.4,54.7,1.50,0.200,0.050,191,0
1933482,50.0,48.4,55.6,1.50,0.200,0.050,191,0
1933582,50.0,48.4,46.1,1.50,0.200,0.050,191,0
1933682,50.0,48.4,50.0,1.50,0.200,0.050,191,0
1933782,50.0,48.4,46.2,1.50,0.200,0.050,191,0
1933882,50.0,48.4,42.0,1.50,0.200,0.050,191,0
1933982,50.0,48.4,41.0,1.50,0.200,0.050,191,0
1934082,50.0,48.4,40.5,1.50,0.200,0.050,191,0
1934182,50.0,48.5,37.1,1.50,0.200,0.050,191,0
1934282,50.0,48.5,34.0,1.50,0.200,0.050,191,0
1934382,50.0,48.5,36.5,1.50,0.200,0.050,191,0
1934482,50.0,48.5,41.4,1.50,0.200,0.050,191,0
1934582,50.0,48.5,50.2,1.50,0.200,0.050,191,0
1934682,50.0,48.5,54.3,1.50,0.200,0.050,191,0
1934782,50.0,48.5,57.2,1.50,0.200,0.050,191,0
1934882,50.0,48.5,61.5,1.50,0.200,0.050,191,0
1934982,50.0,48.5,65.5,1.50,0.200,0.050,191,0
1935082,50.0,48.5,60.0,1.50,0.200,0.050,191,0
1935182,50.0,48.5,56.9,1.50,0.200,0.050,191,0
1935282,50.0,48.6,50.0,1.50,0.200,0.050,191,0
1935382,50.0,48.6,46.4,1.50,0.200,0.050,191,0
1935482,50.0,48.6,41.8,1.50,0.200,0.050,191,0
1935582,50.0,48.6,42.7,1.50,0.200,0.050,191,0
1935682,50.0,48.6,39.4,1.50,0.200,0.050,191,0
1935782,50.0,48.6,40.2,1.50,0.200,0.050,191,0
1935882,50.0,48.6,41.7,1.50,0.200,0.050,191,0
1935982,50.0,48.6,44.9,1.50,0.200,0.050,191,0
1936082,50.0,48.6,42.3,1.50,0.200,0.050,191,0
1936182,50.0,48.6,47.4,1.50,0.200,0.050,191,0
1936282,50.0,48.6,57.7,1.50,0.200,0.050,191,0
1936382,50.0,48.6,60.8,1.50,0.200,0.050,191,0
1936482,50.0,48.6,59.1,1.50,0.200,0.050,191,0
1936582,50.0,48.6,49.5,1.50,0.200,0.050,191,0
1936682,50.0,48.6,42.2,1.50,0.200,0.050,191,0
1936782,50.0,48.7,38.5,1.50,0.200,0.050,191,0
1936882,50.0,48.7,39.3,1.50,0.200,0.050,191,0
1936982,50.0,48.7,38.4,1.50,0.200,0.050,191,0
1937082,50.0,48.7,37.9,1.50,0.200,0.050,191,0
1937182,50.0,48.7,41.8,1.50,0.200,0.050,191,0
1937282,50.0,48.7,40.8,1.50,0.200,0.050,191,0
1937382,50.0,48.7,45.2,1.50,0.200,0.050,191,0
1937482,50.0,48.7,57.0,1.50,0.200,0.050,191,0
1937582,50.0,48.7,53.3,1.50,0.200,0.050,191,0
1937682,50.0,48.7,46.3,1.50,0.200,0.050,191,0
1937782,50.0,48.7,44.1,1.50,0.200,0.050,191,0
1937882,50.0,48.7,59.5,1.50,0.200,0.050,191,0
1937982,50.0,48.7,62.5,1.50,0.200,0.050,191,0
1938082,50.0,48.7,50.8,1.50,0.200,0.050,191,0
1938182,50.0,48.7,48.9,1.50,0.200,0.050,191,0
1938282,50.0,48.7,38.3,1.50,0.200,0.050,191,0
1938382,50.0,48.7,38.7,1.50,0.200,0.050,192,0
1938482,50.0,48.7,34.7,1.50,0.200,0.050,192,0
1938582,50.0,48.8,33.3,1.50,0.200,0.050,192,0
1938682,50.0,48.8,33.7,1.50,0.200,0.050,192,0
1938782,50.0,48.8,33.4,1.50,0.200,0.050,192,0
1938882,50.0,48.8,32.6,1.50,0.200,0.050,192,0
1938982,50.0,48.8,33.7,1.50,0.200,0.050,192,0
1939082,50.0,48.8,35.2,1.50,0.200,0.050,192,0
1939182,50.0,48.8,39.5,1.50,0.200,0.050,192,0
1939282,50.0,48.8,48.8,1.50,0.200,0.050,192,0
1939382,50.0,48.8,49.7,1.50,0.200,0.050,192,0
1939482,50.0,48.8,45.5,1.50,0.200,0.050,192,0
1939582,50.0,48.8,44.1,1.50,0.200,0.050,192,0
1939682,50.0,48.8,42.0,1.50,0.200,0.050,192,0
1939782,50.0,48.8,44.0,1.50,0.200,0.050,192,0
1939882,50.0,48.8,44.6,1.50,0.200,0.050,192,0
1939982,50.0,48.8,45.8,1.50,0.200,0.050,192,0
1940082,50.0,48.8,49.4,1.50,0.200,0.050,192,0
1940182,50.0,48.9,54.6,1.50,0.200,0.050,192,0
1940282,50.0,48.9,58.8,1.50,0.200,0.050,192,0
1940382,50.0,48.9,61.5,1.50,0.200,0.050,192,0
1940482,50.0,48.9,54.5,1.50,0.200,0.050,192,0
1940582,50.0,48.9,49.9,1.50,0.200,0.050,192,0
1940682,50.0,48.9,44.5,1.50,0.200,0.050,192,0
1940782,50.0,48.9,42.4,1.50,0.200,0.050,192,0
1940882,50.0,48.9,40.6,1.50,0.200,0.050,192,0
1940982,50.0,48.9,41.0,1.50,0.200,0.050,192,0
1941082,50.0,48.9,40.0,1.50,0.200,0.050,192,0
1941182,50.0,48.9,41.4,1.50,0.200,0.050,192,0
1941282,50.0,48.9,39.3,1.50,0.200,0.050,192,0
1941382,50.0,48.9,38.6,1.50,0.200,0.050,192,0
1941482,50.0,48.9,39.1,1.50,0.200,0.050,192,0
1941582,50.0,48.9,46.7,1.50,0.200,0.050,192,0
1941682,50.0,48.9,55.7,1.50,0.200,0.050,192,0
1941782,50.0,48.9,55.6,1.50,0.200,0.050,192,0
1941882,50.0,48.9,62.4,1.50,0.200,0.050,192,0
1941982,50.0,48.9,60.6,1.50,0.200,0.050,192,0
1942082,50.0,49.0,52.2,1.50,0.200,0.050,192,0
1942182,50.0,49.0,48.1,1.50,0.200,0.050,192,0
1942282,50.0,49.0,49.1,1.50,0.200,0.050,192,0
1942382,50.0,49.0,47.9,1.50,0.200,0.050,192,0
1942482,50.0,49.0,49.7,1.50,0.200,0.050,192,0
1942582,50.0,49.0,58.0,1.50,0.200,0.050,192,0
1942682,50.0,49.0,58.5,1.50,0.200,0.050,192,0
1942782,50.0,49.0,55.0,1.50,0.200,0.050,192,0
1942882,50.0,49.0,50.1,1.50,0.200,0.050,192,0
1942982,50.0,49.0,48.1,1.50,0.200,0.050,192,0
1943082,50.0,49.0,53.8,1.50,0.200,0.050,192,0
1943182,50.0,49.0,54.2,1.50,0.200,0.050,192,0
1943282,50.0,49.0,53.8,1.50,0.200,0.050,192,0
1943382,50.0,49.0,52.3,1.50,0.200,0.050,192,0
1943482,50.0,49.0,49.5,1.50,0.200,0.050,192,0
1943582,50.0,48.9,47.1,1.50,0.200,0.050,192,0
1943682,50.0,48.9,49.3,1.50,0.200,0.050,192,0
1943782,50.0,48.9,46.3,1.50,0.200,0.050,192,0
1943882,50.0,48.9,56.8,1.50,0.200,0.050,193,0
1943982,50.0,48.9,53.3,1.50,0.200,0.050,193,0
1944082,50.0,48.9,45.8,1.50,0.200,0.050,193,0
1944182,50.0,48.9,48.1,1.50,0.200,0.050,193,0
1944282,50.0,48.9,43.3,1.50,0.200,0.050,193,0
1944382,50.0,48.9,41.7,1.50,0.200,0.050,193,0
1944482,50.0,48.9,40.2,1.50,0.200,0.050,193,0
1944582,50.0,48.9,40.3,1.50,0.200,0.050,193,0
1944682,50.0,48.9,41.1,1.50,0.200,0.050,193,0
1944782,50.0,48.9,39.2,1.50,0.200,0.050,193,0
1944882,50.0,48.9,40.2,1.50,0.200,0.050,193,0
1944982,50.0,48.9,38.7,1.50,0.200,0.050,193,0
1945082,50.0,48.9,45.7,1.50,0.200,0.050,193,0
1945182,50.0,48.9,56.5,1.50,0.200,0.050,193,0
1945282,50.0,48.9,45.5,1.50,0.200,0.050,193,0
1945382,50.0,48.9,52.3,1.50,0.200,0.050,193,0
1945482,50.0,48.9,47.2,1.50,0.200,0.050,193,0
1945582,50.0,48.9,62.1,1.50,0.200,0.050,193,0
1945682,50.0,48.9,64.7,1.50,0.200,0.050,193,0
1945782,50.0,48.8,69.9,1.50,0.200,0.050,193,0
1945882,50.0,48.8,60.6,1.50,0.200,0.050,193,0
1945982,50.0,48.8,73.0,1.50,0.200,0.050,193,0
1946082,50.0,48.8,69.9,1.50,0.200,0.050,193,0
