Timestamp_ms,TargetRPM,RealRPM,Current_mA,Kp,Ki,Kd,PWM,Mode
1946182,50.0,48.7,69.9,1.50,0.200,0.050,193,0
1946282,50.0,48.7,61.3,1.50,0.200,0.050,193,0
1946382,50.0,48.7,66.7,1.50,0.200,0.050,193,0
1946482,50.0,48.7,60.1,1.50,0.200,0.050,193,0
1946582,50.0,48.7,56.3,1.50,0.200,0.050,193,0
1946682,50.0,48.6,59.4,1.50,0.200,0.050,194,0
1946782,50.0,48.6,59.9,1.50,0.200,0.050,194,0
1946882,50.0,48.6,67.5,1.50,0.200,0.050,194,0
1946982,50.0,48.5,60.4,1.50,0.200,0.050,194,0
1947082,50.0,48.5,64.5,1.50,0.200,0.050,194,0
1947182,50.0,48.4,65.3,1.50,0.200,0.050,194,0
1947282,50.0,48.4,57.5,1.50,0.200,0.050,194,0
1947382,50.0,48.3,58.9,1.50,0.200,0.050,194,0
1947482,50.0,48.2,56.1,1.50,0.200,0.050,195,0
1947582,50.0,48.0,57.1,1.50,0.200,0.050,195,0
1947682,50.0,47.9,56.0,1.50,0.200,0.050,195,0
1947782,50.0,47.7,56.4,1.50,0.200,0.050,195,0
1947882,50.0,47.4,56.0,1.50,0.200,0.050,196,0
1947982,50.0,47.2,58.9,1.50,0.200,0.050,196,0
1948082,50.0,46.9,62.2,1.50,0.200,0.050,197,0
1948182,50.0,46.7,60.2,1.50,0.200,0.050,197,0
1948282,50.0,46.5,57.6,1.50,0.200,0.050,198,0
1948382,50.0,46.3,59.2,1.50,0.200,0.050,198,0
1948482,50.0,46.2,61.7,1.50,0.200,0.050,198,0
1948582,50.0,46.0,65.0,1.50,0.200,0.050,198,0
1948682,50.0,45.9,71.4,1.50,0.200,0.050,199,0
1948782,50.0,45.7,86.4,1.50,0.200,0.050,199,0
1948882,50.0,45.6,77.7,1.50,0.200,0.050,199,0
1948982,50.0,45.5,85.2,1.50,0.200,0.050,200,0
1949082,50.0,45.4,75.4,1.50,0.200,0.050,200,0
1949182,50.0,45.4,63.5,1.50,0.200,0.050,200,0
1949282,50.0,45.6,62.2,1.50,0.200,0.050,200,0
1949382,50.0,45.7,64.5,1.50,0.200,0.050,199,0
1949482,50.0,45.9,59.8,1.50,0.200,0.050,199,0
1949582,50.0,46.1,59.4,1.50,0.200,0.050,199,0
1949682,50.0,46.4,53.5,1.50,0.200,0.050,199,0
1949782,50.0,46.6,49.8,1.50,0.200,0.050,198,0
1949882,50.0,46.8,55.1,1.50,0.200,0.050,198,0
1949982,50.0,47.1,53.6,1.50,0.200,0.050,198,0
1950082,50.0,47.2,59.4,1.50,0.200,0.050,198,0
1950182,50.0,47.5,56.8,1.50,0.200,0.050,197,0
1950282,50.0,47.6,53.4,1.50,0.200,0.050,197,0
1950382,50.0,47.8,56.4,1.50,0.200,0.050,197,0
1950482,50.0,48.0,62.9,1.50,0.200,0.050,197,0
1950582,50.0,48.1,64.3,1.50,0.200,0.050,197,0
1950682,50.0,48.3,54.9,1.50,0.200,0.050,196,0
1950782,50.0,48.4,47.7,1.50,0.200,0.050,196,0
1950882,50.0,48.5,48.7,1.50,0.200,0.050,196,0
1950982,50.0,48.6,49.0,1.50,0.200,0.050,196,0
1951082,50.0,48.7,56.8,1.50,0.200,0.050,196,0
1951182,50.0,48.8,49.2,1.50,0.200,0.050,196,0
1951282,50.0,48.9,43.5,1.50,0.200,0.050,196,0
1951382,50.0,49.0,42.7,1.50,0.200,0.050,196,0
1951482,50.0,49.0,46.5,1.50,0.200,0.050,195,0
1951582,50.0,49.1,51.1,1.50,0.200,0.050,195,0
1951682,50.0,49.2,44.4,1.50,0.200,0.050,195,0
1951782,50.0,49.2,46.7,1.50,0.200,0.050,195,0
1951882,50.0,49.3,39.5,1.50,0.200,0.050,195,0
1951982,50.0,49.3,36.7,1.50,0.200,0.050,195,0
1952082,50.0,49.4,44.4,1.50,0.200,0.050,195,0
1952182,50.0,49.4,42.8,1.50,0.200,0.050,195,0
1952282,50.0,49.4,39.7,1.50,0.200,0.050,195,0
1952382,50.0,49.4,42.6,1.50,0.200,0.050,195,0
1952482,50.0,49.5,40.8,1.50,0.200,0.050,195,0
1952582,50.0,49.5,46.2,1.50,0.200,0.050,195,0
1952682,50.0,49.5,40.4,1.50,0.200,0.050,195,0
1952782,50.0,49.5,36.0,1.50,0.200,0.050,195,0
1952882,50.0,49.6,43.3,1.50,0.200,0.050,195,0
1952982,50.0,49.6,40.4,1.50,0.200,0.050,195,0
1953082,50.0,49.6,50.2,1.50,0.200,0.050,195,0
1953182,50.0,49.6,46.6,1.50,0.200,0.050,195,0
1953282,50.0,49.6,44.1,1.50,0.200,0.050,195,0
1953382,50.0,49.7,47.5,1.50,0.200,0.050,195,0
1953482,50.0,49.7,43.0,1.50,0.200,0.050,195,0
1953582,50.0,49.7,42.0,1.50,0.200,0.050,195,0
1953682,50.0,49.7,41.5,1.50,0.200,0.050,195,0
1953782,50.0,49.7,39.6,1.50,0.200,0.050,195,0
1953882,50.0,49.7,47.7,1.50,0.200,0.050,195,0
1953982,50.0,49.8,47.5,1.50,0.200,0.050,195,0
1954082,50.0,49.8,44.7,1.50,0.200,0.050,195,0
1954182,50.0,49.8,49.3,1.50,0.200,0.050,195,0
1954282,50.0,49.8,51.8,1.50,0.200,0.050,195,0
1954382,50.0,49.8,45.6,1.50,0.200,0.050,195,0
1954482,50.0,49.8,51.2,1.50,0.200,0.050,195,0
1954582,50.0,49.8,53.3,1.50,0.200,0.050,195,0
1954682,50.0,49.8,47.4,1.50,0.200,0.050,195,0
1954782,50.0,49.8,57.7,1.50,0.200,0.050,195,0
1954882,50.0,49.9,50.5,1.50,0.200,0.050,195,0
1954982,50.0,49.9,46.3,1.50,0.200,0.050,194,0
1955082,50.0,49.9,50.8,1.50,0.200,0.050,194,0
1955182,50.0,49.9,46.6,1.50,0.200,0.050,195,0
1955282,50.0,49.9,45.7,1.50,0.200,0.050,194,0
1955382,50.0,49.9,51.9,1.50,0.200,0.050,194,0
1955482,50.0,49.9,46.0,1.50,0.200,0.050,194,0
1955582,50.0,49.9,44.5,1.50,0.200,0.050,194,0
1955682,50.0,49.9,46.2,1.50,0.200,0.050,194,0
1955782,50.0,49.9,53.0,1.50,0.200,0.050,194,0
1955882,50.0,49.9,47.8,1.50,0.200,0.050,194,0
1955982,50.0,49.9,49.7,1.50,0.200,0.050,194,0
1956082,50.0,49.9,46.4,1.50,0.200,0.050,194,0
1956182,50.0,49.9,43.1,1.50,0.200,0.050,194,0
1956282,50.0,49.9,42.1,1.50,0.200,0.050,194,0
1956382,50.0,49.9,51.3,1.50,0.200,0.050,194,0
1956482,50.0,49.9,45.7,1.50,0.200,0.050,194,0
1956582,50.0,49.9,55.3,1.50,0.200,0.050,194,0
1956682,50.0,49.9,50.0,1.50,0.200,0.050,194,0
1956782,50.0,49.9,44.7,1.50,0.200,0.050,194,0
1956882,50.0,49.9,41.6,1.50,0.200,0.050,194,0
1956982,50.0,49.9,53.3,1.50,0.200,0.050,194,0
1957082,50.0,49.9,42.5,1.50,0.200,0.050,194,0
1957182,50.0,49.9,51.5,1.50,0.200,0.050,194,0
1957282,50.0,49.9,38.5,1.50,0.200,0.050,194,0
1957382,50.0,49.9,59.0,1.50,0.200,0.050,194,0
1957482,50.0,49.9,43.7,1.50,0.200,0.050,194,0
1957582,50.0,49.9,64.9,1.50,0.200,0.050,194,0
1957682,50.0,49.9,80.1,1.50,0.200,0.050,194,0
1957782,50.0,49.9,52.1,1.50,0.200,0.050,194,0
1957882,50.0,49.9,42.4,1.50,0.200,0.050,194,0
1957982,50.0,49.9,32.0,1.50,0.200,0.050,194,0
1958082,50.0,50.0,44.6,1.50,0.200,0.050,194,0
1958182,50.0,49.9,37.7,1.50,0.200,0.050,194,0
1958282,50.0,50.0,46.2,1.50,0.200,0.050,194,0
1958382,50.0,50.0,38.7,1.50,0.200,0.050,194,0
1958482,50.0,50.0,30.6,1.50,0.200,0.050,194,0
1958582,50.0,50.0,33.5,1.50,0.200,0.050,194,0
1958682,50.0,50.0,34.6,1.50,0.200,0.050,194,0
1958782,50.0,50.0,46.2,1.50,0.200,0.050,194,0
1958882,50.0,50.0,43.5,1.50,0.200,0.050,194,0
1958982,50.0,50.0,40.3,1.50,0.200,0.050,194,0
1959082,50.0,50.0,44.4,1.50,0.200,0.050,194,0
1959182,50.0,50.0,40.0,1.50,0.200,0.050,194,0
1959282,50.0,50.0,47.4,1.50,0.200,0.050,194,0
1959382,50.0,50.0,42.9,1.50,0.200,0.050,194,0
1959482,50.0,50.0,37.4,1.50,0.200,0.050,194,0
1959582,50.0,50.0,47.4,1.50,0.200,0.050,194,0
1959682,50.0,50.0,43.6,1.50,0.200,0.050,194,0
1959782,50.0,50.0,62.2,1.50,0.200,0.050,194,0
1959882,50.0,50.0,48.1,1.50,0.200,0.050,194,0
1959982,50.0,50.0,59.0,1.50,0.200,0.050,194,0
1960082,50.0,50.0,59.5,1.50,0.200,0.050,194,0
1960182,50.0,50.0,55.0,1.50,0.200,0.050,194,0
1960282,50.0,50.0,57.1,1.50,0.200,0.050,194,0
1960382,50.0,50.0,52.3,1.50,0.200,0.050,194,0
1960482,50.0,50.0,65.3,1.50,0.200,0.050,194,0
1960582,50.0,50.0,51.8,1.50,0.200,0.050,194,0
1960682,50.0,50.0,38.4,1.50,0.200,0.050,194,0
1960782,50.0,50.0,37.0,1.50,0.200,0.050,194,0
1960882,50.0,50.0,37.4,1.50,0.200,0.050,194,0
1960982,50.0,50.0,41.1,1.50,0.200,0.050,194,0
1961082,50.0,50.0,45.0,1.50,0.200,0.050,194,0
1961182,50.0,50.0,43.9,1.50,0.200,0.050,194,0
1961282,50.0,50.0,40.2,1.50,0.200,0.050,194,0
1961382,50.0,50.0,46.3,1.50,0.200,0.050,194,0
1961482,50.0,50.0,43.2,1.50,0.200,0.050,194,0
1961582,50.0,50.0,51.2,1.50,0.200,0.050,194,0
1961682,50.0,50.0,48.6,1.50,0.200,0.050,194,0
1961782,50.0,50.0,58.7,1.50,0.200,0.050,194,0
1961882,50.0,50.0,58.7,1.50,0.200,0.050,194,0
1961982,50.0,50.0,60.7,1.50,0.200,0.050,194,0
1962082,72.0,50.0,56.8,1.50,0.200,0.050,44,0
1962182,72.0,50.0,44.4,1.50,0.200,0.050,33,0
1962282,72.0,49.7,30.5,1.50,0.200,0.050,34,0
1962382,72.0,49.3,21.6,1.50,0.200,0.050,36,0
1962482,72.0,48.3,15.8,1.50,0.200,0.050,38,0
1962582,72.0,46.5,14.4,1.50,0.200,0.050,41,0
1962682,72.0,43.2,12.8,1.50,0.200,0.050,48,0
1962782,72.0,37.8,12.4,1.50,0.200,0.050,57,0
1962882,72.0,30.7,13.6,1.50,0.200,0.050,70,0
1962982,72.0,23.1,17.3,1.50,0.200,0.050,82,0
1963082,72.0,16.5,18.4,1.50,0.200,0.050,93,0
1963182,72.0,11.6,21.5,1.50,0.200,0.050,101,0
1963282,72.0,8.6,29.2,1.50,0.200,0.050,106,0
1963382,72.0,6.4,36.1,1.50,0.200,0.050,110,0
1963482,72.0,4.9,48.4,1.50,0.200,0.050,113,0
1963582,72.0,3.9,54.2,1.50,0.200,0.050,116,0
1963682,72.0,3.2,62.4,1.50,0.200,0.050,118,0
1963782,72.0,2.7,69.6,1.50,0.200,0.050,120,0
1963882,72.0,2.3,66.2,1.50,0.200,0.050,122,0
1963982,72.0,2.2,64.5,1.50,0.200,0.050,123,0
1964082,72.0,2.8,60.0,1.50,0.200,0.050,123,0
1964182,72.0,4.0,65.3,1.50,0.200,0.050,123,0
1964282,72.0,5.5,63.9,1.50,0.200,0.050,122,0
1964382,72.0,7.1,60.9,1.50,0.200,0.050,120,0
1964482,72.0,8.8,55.8,1.50,0.200,0.050,119,0
1964582,72.0,10.5,56.6,1.50,0.200,0.050,118,0
1964682,72.0,12.0,60.3,1.50,0.200,0.050,117,0
1964782,72.0,13.3,59.2,1.50,0.200,0.050,116,0
1964882,72.0,14.3,55.0,1.50,0.200,0.050,116,0
1964982,72.0,15.1,55.6,1.50,0.200,0.050,116,0
1965082,72.0,15.8,52.9,1.50,0.200,0.050,116,0
1965182,72.0,16.3,48.8,1.50,0.200,0.050,117,0
1965282,72.0,16.8,45.3,1.50,0.200,0.050,117,0
1965382,72.0,17.2,43.6,1.50,0.200,0.050,118,0
1965482,72.0,17.5,44.3,1.50,0.200,0.050,118,0
1965582,72.0,17.9,46.5,1.50,0.200,0.050,119,0
1965682,72.0,18.1,49.6,1.50,0.200,0.050,119,0
1965782,72.0,18.3,49.0,1.50,0.200,0.050,120,0
1965882,72.0,18.5,50.0,1.50,0.200,0.050,121,0
1965982,72.0,18.8,51.9,1.50,0.200,0.050,122,0
1966082,72.0,18.9,54.0,1.50,0.200,0.050,122,0
1966182,72.0,19.2,51.6,1.50,0.200,0.050,123,0
1966282,72.0,19.5,52.6,1.50,0.200,0.050,124,0
1966382,72.0,19.6,53.3,1.50,0.200,0.050,125,0
1966482,72.0,19.9,56.0,1.50,0.200,0.050,125,0
1966582,72.0,20.1,55.0,1.50,0.200,0.050,126,0
1966682,72.0,20.4,52.7,1.50,0.200,0.050,127,0
1966782,72.0,20.6,49.0,1.50,0.200,0.050,127,0
1966882,72.0,20.8,47.6,1.50,0.200,0.050,128,0
1966982,72.0,21.1,55.3,1.50,0.200,0.050,129,0
1967082,72.0,21.3,48.7,1.50,0.200,0.050,129,0
1967182,72.0,21.6,44.6,1.50,0.200,0.050,130,0
1967282,72.0,21.9,42.2,1.50,0.200,0.050,130,0
1967382,72.0,22.2,42.0,1.50,0.200,0.050,131,0
1967482,72.0,22.4,41.8,1.50,0.200,0.050,132,0
1967582,72.0,22.6,40.5,1.50,0.200,0.050,132,0
1967682,72.0,22.9,41.0,1.50,0.200,0.050,133,0
1967782,72.0,23.2,42.3,1.50,0.200,0.050,133,0
1967882,72.0,23.5,42.3,1.50,0.200,0.050,134,0
1967982,72.0,23.8,41.7,1.50,0.200,0.050,134,0
1968082,72.0,24.0,42.4,1.50,0.200,0.050,135,0
1968182,72.0,24.2,43.9,1.50,0.200,0.050,136,0
1968282,72.0,24.5,45.4,1.50,0.200,0.050,136,0
1968382,72.0,24.8,46.8,1.50,0.200,0.050,137,0
1968482,72.0,25.1,47.8,1.50,0.200,0.050,137,0
1968582,72.0,25.3,46.3,1.50,0.200,0.050,138,0
1968682,72.0,25.6,48.8,1.50,0.200,0.050,138,0
1968782,72.0,25.9,52.4,1.50,0.200,0.050,139,0
1968882,72.0,26.1,55.1,1.50,0.200,0.050,139,0
1968982,72.0,26.3,53.6,1.50,0.200,0.050,140,0
1969082,72.0,26.6,55.7,1.50,0.200,0.050,140,0
1969182,72.0,26.9,53.0,1.50,0.200,0.050,141,0
1969282,72.0,27.2,50.6,1.50,0.200,0.050,141,0
1969382,72.0,27.4,50.4,1.50,0.200,0.050,142,0
1969482,72.0,27.6,48.5,1.50,0.200,0.050,142,0
1969582,72.0,27.8,51.0,1.50,0.200,0.050,143,0
1969682,72.0,28.1,55.5,1.50,0.200,0.050,144,0
1969782,72.0,28.3,51.6,1.50,0.200,0.050,144,0
1969882,72.0,28.6,49.6,1.50,0.200,0.050,145,0
1969982,72.0,28.8,52.1,1.50,0.200,0.050,145,0
1970082,72.0,29.0,50.1,1.50,0.200,0.050,146,0
1970182,72.0,29.3,50.3,1.50,0.200,0.050,146,0
1970282,72.0,29.5,50.2,1.50,0.200,0.050,147,0
1970382,72.0,29.8,47.0,1.50,0.200,0.050,147,0
1970482,72.0,30.0,49.0,1.50,0.200,0.050,148,0
1970582,72.0,30.2,48.8,1.50,0.200,0.050,148,0
1970682,72.0,30.4,50.1,1.50,0.200,0.050,149,0
1970782,72.0,30.6,47.0,1.50,0.200,0.050,149,0
1970882,72.0,30.9,44.4,1.50,0.200,0.050,150,0
1970982,72.0,31.1,46.7,1.50,0.200,0.050,150,0
1971082,72.0,31.3,46.5,1.50,0.200,0.050,150,0
1971182,72.0,31.5,44.6,1.50,0.200,0.050,151,0
1971282,72.0,31.8,46.1,1.50,0.200,0.050,151,0
1971382,72.0,32.0,45.8,1.50,0.200,0.050,152,0
1971482,72.0,32.2,49.6,1.50,0.200,0.050,152,0
1971582,72.0,32.4,54.8,1.50,0.200,0.050,153,0
1971682,72.0,32.6,61.9,1.50,0.200,0.050,153,0
1971782,72.0,32.8,60.1,1.50,0.200,0.050,154,0
1971882,72.0,33.0,55.0,1.50,0.200,0.050,154,0
1971982,72.0,33.2,58.8,1.50,0.200,0.050,155,0
1972082,72.0,33.4,55.4,1.50,0.200,0.050,155,0
1972182,72.0,33.6,55.6,1.50,0.200,0.050,156,0
1972282,72.0,33.7,54.1,1.50,0.200,0.050,156,0
1972382,72.0,33.9,50.0,1.50,0.200,0.050,157,0
1972482,72.0,34.1,51.2,1.50,0.200,0.050,157,0
1972582,72.0,34.3,47.5,1.50,0.200,0.050,158,0
1972682,72.0,34.5,45.6,1.50,0.200,0.050,158,0
1972782,72.0,34.7,46.9,1.50,0.200,0.050,159,0
1972882,72.0,34.9,46.0,1.50,0.200,0.050,159,0
1972982,72.0,35.1,51.4,1.50,0.200,0.050,160,0
1973082,72.0,35.3,62.2,1.50,0.200,0.050,160,0
1973182,72.0,35.4,57.9,1.50,0.200,0.050,161,0
1973282,72.0,35.6,59.4,1.50,0.200,0.050,161,0
1973382,72.0,35.8,65.8,1.50,0.200,0.050,161,0
1973482,72.0,36.0,60.5,1.50,0.200,0.050,162,0
1973582,72.0,36.2,50.8,1.50,0.200,0.050,162,0
1973682,72.0,36.3,57.2,1.50,0.200,0.050,163,0
1973782,72.0,36.5,49.8,1.50,0.200,0.050,163,0
1973882,72.0,36.7,51.8,1.50,0.200,0.050,164,0
1973982,72.0,36.9,56.8,1.50,0.200,0.050,164,0
1974082,72.0,37.0,56.8,1.50,0.200,0.050,165,0
1974182,72.0,37.2,52.2,1.50,0.200,0.050,165,0
1974282,72.0,37.4,51.4,1.50,0.200,0.050,165,0
1974382,72.0,37.6,55.3,1.50,0.200,0.050,166,0
1974482,72.0,37.7,52.2,1.50,0.200,0.050,166,0
1974582,72.0,37.9,51.6,1.50,0.200,0.050,167,0
1974682,72.0,38.1,50.9,1.50,0.200,0.050,167,0
1974782,72.0,38.2,51.6,1.50,0.200,0.050,168,0
1974882,72.0,38.4,48.9,1.50,0.200,0.050,168,0
1974982,72.0,38.6,48.1,1.50,0.200,0.050,168,0
1975082,72.0,38.7,47.0,1.50,0.200,0.050,169,0
1975182,72.0,38.9,43.7,1.50,0.200,0.050,169,0
1975282,72.0,39.0,40.0,1.50,0.200,0.050,170,0
1975382,72.0,39.2,41.6,1.50,0.200,0.050,170,0
1975482,72.0,39.4,48.6,1.50,0.200,0.050,170,0
1975582,72.0,39.5,51.3,1.50,0.200,0.050,171,0
1975682,72.0,39.7,49.6,1.50,0.200,0.050,171,0
1975782,72.0,39.8,50.1,1.50,0.200,0.050,172,0
1975882,72.0,40.0,47.4,1.50,0.200,0.050,172,0
1975982,72.0,40.2,50.3,1.50,0.200,0.050,173,0
1976082,72.0,40.3,55.8,1.50,0.200,0.050,173,0
1976182,72.0,40.5,57.9,1.50,0.200,0.050,173,0
1976282,72.0,40.6,58.7,1.50,0.200,0.050,174,0
1976382,72.0,40.7,54.6,1.50,0.200,0.050,174,0
1976482,72.0,40.9,53.3,1.50,0.200,0.050,175,0
1976582,72.0,41.1,51.7,1.50,0.200,0.050,175,0
1976682,72.0,41.2,50.2,1.50,0.200,0.050,175,0
1976782,72.0,41.3,46.7,1.50,0.200,0.050,176,0
1976882,72.0,41.5,45.6,1.50,0.200,0.050,176,0
1976982,72.0,41.6,45.1,1.50,0.200,0.050,177,0
1977082,72.0,41.8,49.5,1.50,0.200,0.050,177,0
1977182,72.0,41.9,50.1,1.50,0.200,0.050,177,0
1977282,72.0,42.0,50.7,1.50,0.200,0.050,178,0
1977382,72.0,42.2,50.2,1.50,0.200,0.050,178,0
1977482,72.0,42.3,51.9,1.50,0.200,0.050,178,0
1977582,72.0,42.5,51.0,1.50,0.200,0.050,179,0
1977682,72.0,42.6,51.6,1.50,0.200,0.050,179,0
1977782,72.0,42.7,52.7,1.50,0.200,0.050,180,0
1977882,72.0,42.9,48.4,1.50,0.200,0.050,180,0
1977982,72.0,43.0,50.9,1.50,0.200,0.050,180,0
1978082,72.0,43.2,48.4,1.50,0.200,0.050,181,0
1978182,72.0,43.3,45.5,1.50,0.200,0.050,181,0
1978282,72.0,43.4,40.8,1.50,0.200,0.050,181,0
1978382,72.0,43.6,43.2,1.50,0.200,0.050,182,0
1978482,72.0,43.7,49.5,1.50,0.200,0.050,182,0
1978582,72.0,43.8,58.8,1.50,0.200,0.050,183,0
1978682,72.0,43.9,63.0,1.50,0.200,0.050,183,0
1978782,72.0,44.1,55.8,1.50,0.200,0.050,183,0
1978882,72.0,44.2,58.0,1.50,0.200,0.050,184,0
1978982,72.0,44.3,52.6,1.50,0.200,0.050,184,0
1979082,72.0,44.4,49.1,1.50,0.200,0.050,184,0
1979182,72.0,44.6,51.8,1.50,0.200,0.050,185,0
1979282,72.0,44.7,47.0,1.50,0.200,0.050,185,0
1979382,72.0,44.8,48.1,1.50,0.200,0.050,185,0
1979482,72.0,45.0,55.1,1.50,0.200,0.050,186,0
1979582,72.0,45.1,61.2,1.50,0.200,0.050,186,0
1979682,72.0,45.2,58.2,1.50,0.200,0.050,187,0
1979782,72.0,45.3,57.3,1.50,0.200,0.050,187,0
1979882,72.0,45.4,51.0,1.50,0.200,0.050,187,0
1979982,72.0,45.6,54.5,1.50,0.200,0.050,188,0
1980082,72.0,45.7,49.9,1.50,0.200,0.050,188,0
1980182,72.0,45.7,50.4,1.50,0.200,0.050,189,0
1980282,72.0,45.6,49.8,1.50,0.200,0.050,189,0
1980382,72.0,45.4,53.3,1.50,0.200,0.050,190,0
1980482,72.0,45.2,58.0,1.50,0.200,0.050,191,0
1980582,72.0,45.0,57.0,1.50,0.200,0.050,192,0
1980682,72.0,44.6,67.2,1.50,0.200,0.050,193,0
1980782,72.0,44.2,69.0,1.50,0.200,0.050,194,0
1980882,72.0,43.8,67.3,1.50,0.200,0.050,195,0
1980982,72.0,43.4,67.7,1.50,0.200,0.050,197,0
1981082,72.0,43.0,74.4,1.50,0.200,0.050,198,0
1981182,72.0,42.6,79.5,1.50,0.200,0.050,199,0
1981282,72.0,42.3,91.1,1.50,0.200,0.050,200,0
1981382,72.0,42.1,88.9,1.50,0.200,0.050,201,0
1981482,72.0,42.0,83.2,1.50,0.200,0.050,201,0
1981582,72.0,41.9,85.8,1.50,0.200,0.050,202,0
1981682,72.0,41.8,86.5,1.50,0.200,0.050,203,0
1981782,72.0,41.8,87.4,1.50,0.200,0.050,204,0
1981882,72.0,41.8,91.3,1.50,0.200,0.050,204,0
1981982,72.0,41.9,101.4,1.50,0.200,0.050,205,0
1982082,72.0,41.9,91.1,1.50,0.200,0.050,205,0
1982182,72.0,41.9,83.9,1.50,0.200,0.050,206,0
1982282,72.0,42.0,68.6,1.50,0.200,0.050,206,0
1982382,72.0,42.2,93.7,1.50,0.200,0.050,207,0
1982482,72.0,42.2,110.0,1.50,0.200,0.050,207,0
1982582,72.0,42.3,98.6,1.50,0.200,0.050,208,0
1982682,72.0,42.4,102.2,1.50,0.200,0.050,208,0
1982782,72.0,42.5,101.6,1.50,0.200,0.050,208,0
1982882,72.0,42.6,102.5,1.50,0.200,0.050,209,0
1982982,72.0,42.6,102.5,1.50,0.200,0.050,209,0
1983082,72.0,42.8,101.0,1.50,0.200,0.050,210,0
1983182,72.0,42.9,99.9,1.50,0.200,0.050,210,0
1983282,72.0,43.1,104.0,1.50,0.200,0.050,210,0
1983382,72.0,43.2,100.0,1.50,0.200,0.050,211,0
1983482,72.0,43.3,99.5,1.50,0.200,0.050,211,0
1983582,72.0,43.5,98.0,1.50,0.200,0.050,211,0
1983682,72.0,43.7,95.2,1.50,0.200,0.050,212,0
1983782,72.0,43.8,97.6,1.50,0.200,0.050,212,0
1983882,72.0,43.9,92.9,1.50,0.200,0.050,213,0
1983982,72.0,44.2,93.4,1.50,0.200,0.050,213,0
1984082,72.0,44.4,94.4,1.50,0.200,0.050,213,0
1984182,72.0,44.5,98.9,1.50,0.200,0.050,213,0
1984282,72.0,44.7,95.7,1.50,0.200,0.050,214,0
1984382,72.0,44.9,91.9,1.50,0.200,0.050,214,0
1984482,72.0,45.1,93.2,1.50,0.200,0.050,214,0
1984582,72.0,45.3,93.1,1.50,0.200,0.050,214,0
1984682,72.0,45.5,99.0,1.50,0.200,0.050,215,0
1984782,72.0,45.7,109.7,1.50,0.200,0.050,215,0
1984882,72.0,45.8,119.2,1.50,0.200,0.050,215,0
1984982,72.0,46.0,110.9,1.50,0.200,0.050,215,0
1985082,72.0,46.1,106.1,1.50,0.200,0.050,216,0
1985182,72.0,46.4,102.0,1.50,0.200,0.050,216,0
1985282,72.0,46.5,104.1,1.50,0.200,0.050,216,0
1985382,72.0,46.7,124.0,1.50,0.200,0.050,216,0
1985482,72.0,46.8,126.1,1.50,0.200,0.050,217,0
1985582,72.0,47.0,113.1,1.50,0.200,0.050,217,0
1985682,72.0,47.1,109.1,1.50,0.200,0.050,217,0
1985782,72.0,47.2,103.4,1.50,0.200,0.050,218,0
1985882,72.0,47.4,96.6,1.50,0.200,0.050,218,0
1985982,72.0,47.6,95.8,1.50,0.200,0.050,218,0
1986082,72.0,47.7,99.1,1.50,0.200,0.050,218,0
1986182,72.0,47.9,100.1,1.50,0.200,0.050,219,0
1986282,72.0,48.0,95.6,1.50,0.200,0.050,219,0
1986382,72.0,48.2,102.9,1.50,0.200,0.050,219,0
1986482,72.0,48.3,125.0,1.50,0.200,0.050,219,0
1986582,72.0,48.4,133.9,1.50,0.200,0.050,220,0
1986682,72.0,48.6,108.3,1.50,0.200,0.050,220,0
1986782,72.0,48.7,114.9,1.50,0.200,0.050,220,0
1986882,72.0,48.7,124.5,1.50,0.200,0.050,221,0
1986982,72.0,48.9,112.6,1.50,0.200,0.050,221,0
1987082,72.0,49.1,111.7,1.50,0.200,0.050,221,0
1987182,72.0,49.2,110.6,1.50,0.200,0.050,221,0
1987282,72.0,49.3,109.3,1.50,0.200,0.050,222,0
1987382,72.0,49.4,119.7,1.50,0.200,0.050,222,0
1987482,72.0,49.6,129.1,1.50,0.200,0.050,222,0
1987582,72.0,49.6,139.1,1.50,0.200,0.050,222,0
1987682,72.0,49.8,142.1,1.50,0.200,0.050,223,0
1987782,72.0,49.9,147.5,1.50,0.200,0.050,223,0
1987882,72.0,50.0,141.9,1.50,0.200,0.050,223,0
1987982,72.0,50.1,127.9,1.50,0.200,0.050,223,0
1988082,72.0,50.3,114.4,1.50,0.200,0.050,224,0
1988182,72.0,50.5,122.0,1.50,0.200,0.050,224,0
1988282,72.0,50.6,140.9,1.50,0.200,0.050,224,0
1988382,72.0,50.7,127.7,1.50,0.200,0.050,224,0
1988482,72.0,50.9,118.8,1.50,0.200,0.050,224,0
1988582,72.0,51.0,136.1,1.50,0.200,0.050,225,0
1988682,72.0,51.0,165.1,1.50,0.200,0.050,225,0
1988782,72.0,51.2,135.4,1.50,0.200,0.050,225,0
1988882,72.0,51.4,120.9,1.50,0.200,0.050,225,0
1988982,72.0,51.5,138.0,1.50,0.200,0.050,226,0
1989082,72.0,51.6,136.2,1.50,0.200,0.050,226,0
1989182,72.0,51.8,130.0,1.50,0.200,0.050,226,0
1989282,72.0,52.0,147.1,1.50,0.200,0.050,226,0
1989382,72.0,52.1,142.1,1.50,0.200,0.050,226,0
1989482,72.0,52.3,120.1,1.50,0.200,0.050,226,0
1989582,72.0,52.6,113.0,1.50,0.200,0.050,226,0
1989682,72.0,52.7,119.9,1.50,0.200,0.050,227,0
